id,index,season,episode,cut_seconds,cut_start,cut_stop,clip_start,clip_stop,cut_content,type,subtype,subtype2,visual,sidenote,guideline_no
112,59,3,19,26,3:27,3:53,,,"SHELDON: On a side note, they are one of the few mammals whose scrotum is in front of the penis. | RAJ: Maybe that's what they want to talk about. | HOWARD: Leonard, where do you stand on giant rabbits and scrotal position? | LEONARD: I honestly don't care. | RAJ: Really? Because every time we've talked about unusual animal genitals, you've always had some pretty strong and controversial opinions.",sex,body-part,,,,3
113,59,3,19,6,4:24,4:30,,,"RAJ: Maybe he's having a lover's spat with Penny. | LEONARD: No, there was no spat. | HOWARD: Oh, but something happened.",sex,sexual-description,,,frankly I didn't even get this at first,3
114,59,3,19,26,4:35,5:01,,,"HOWARD: What'd you do, Romeo? You pour maple syrup all over your body and ask her if she was in the mood for a short stack? | RAJ: Did you think it would be funny to put on a pair of her panties and jump around, but it wound up just creeping her out? | LEONARD: What? No. | RAJ: I am just asking, dude. It happens.",sex,sexual-description,,,,3
115,59,3,19,26,5:24,5:50,,,"HOWARD: Did you ask her to start waxing? | LEONARD: No. | RAJ: Did you start waxing? | LEONARD: No. | HOWARD: While making love, did you accidentally spank your own ass and cry out, ""Mommy""? | LEONARD: I am walking away from you now. | HOWARD: There wasn't a ""no."" | RAJ: Yeah, I think we're getting close.",not-sure-why,,,,"I sense it has something to do with ""waxing""",
116,60,3,20,2,0:27,0:29,,,SHELDON: ...now that you and Leonard are no longer having coitus.,sex,sexual-description,"""coitus""",,,3
117,60,3,20,13,0:34,0:47,,,"SHELDON: Well, we could if it were true. But as you live in the same building, you see each other all the time. The variable which has changed is coitus. | PENNY: Okay, here is the protocol: you and I are still friends, and you stop saying ""coitus.""",sex,sexual-description,"""coitus""",,,3
118,60,3,20,18,1:01,1:19,,,"SHELDON: Just to be clear, do I have to stop saying ""coitus"" with everyone or just you? | PENNY: Everyone. | SHELDON: Harsh terms. But all right, I will just substitute ""intercourse."" | PENNY: Great. | SHELDON: Or ""fornication."" Yeah. But that has judgemental overtones, so I will hold that in reserve.",sex,sexual-description,"""coitus""",,,3
119,60,3,20,4,8:53,8:57,,,RAJ: I haven't had sex in a year.,sex,sexual-description,"""have sex""",,this is just too far,3
120,60,3,20,5,9:52,9:57,,,"RAJ: But we will have sex first, right?",sex,sexual-description,"""have sex""",,,3
121,60,3,20,22,11:43,12:05,,,"RAJ: Look at this. Do you think she's really doing that or is it Photoshop? | LEONARD: I'm pretty sure Martha Stewart never got naked with a room full of big, fat Japanese guys. | RAJ: You don't know that. Prison changes people.",sex,sexual-description,,,,3
122,60,3,20,9,12:40,12:49,,,"RAJ: Do you think this is really Hillary Clinton doing it with Oprah? | LEONARD: Oh, we really need to get you a girl.",sex,sexual-description,,,,3
123,60,3,20,16,17:17,17:33,,,"RAJ: Hey, do you think the elastic woman in The Incredibles needs to use birth control or can she just be a diaphragm? | HOWARD: Well, that's it. We are officially out of things to talk about.",sex,sexual-description,,,,3
124,60,3,20,14,19:23,19:37,,,"LEONARD: Here's an idea. I am just throwing it out there: friends who have sex. | PENNY: Good night, Leonard. | LEONARD: Kidding. Just a couple of friends Goofing around.",sex,sexual-description,,,,3
125,61,3,21,2,9:12,9:14,,,"SHELDON: They had very little in common, except for carnal activity.",sex,sexual-description,"""carnal activity""",,,3
126,61,3,21,21,10:50,11:11,,,"DR. ELIZABETH PLIMPTON: Here let me show you. When we consider the brightness of pulsating variable stars, we start to see a possible explanation for some of the discrepancies found in Hubble's constant. | LEONARD: Wow. You really make science come alive.",sex,naked-back,,TRUE,,3
127,61,3,21,16,13:55,14:11,,,"LEONARD: I, um, I don't follow. | PENNY: You know what? It's, it's none of my business. If you want to sleep with Sheldon's doctor buddy, right after we stopped seeing each other, go for it. | SHELDON: Excuse me. I am uncomfortable with you recommending that Leonard pursue having intercourse with Dr. Plimpton, who I assure you has better things to do.",sex,sexual-description,,,,3
128,61,3,21,11,16:31,16:42,,,RAJ: Did you get a Japanese love pillow? | HOWARD: How is a Japanese love pillow another person? | RAJ: It is if you love her and give her a name.,non-heteronormative-relationship,,,,having a pillow as a girlfriend,5
129,61,3,21,156,17:22,19:58,,,"RAJ: What? | HOWARD: What do you mean 'what'? It's Halo night. | RAJ: I can't. I am too sick. Go away. | HOWARD: That's why we moved Halo night here. Look, I brought my mom's chicken soup. | RAJ: I am not hungry. | DR. ELIZABETH PLIMPTON: Don't send him away. Let him in. | HOWARD: Who's that? | RAJ: I bought a parrot. | HOWARD: Yeah, right. Dr. Plimpton? | DR. ELIZABETH PLIMPTON: Hi, Howard, right? | HOWARD: uh, yeah. | DR. ELIZABETH PLIMPTON: Can I ask you a question, Howard? Do you like role-playing games? | HOWARD: Yeah, sure. In fact, I am a dungeon master. | DR. ELIZABETH PLIMPTON: Not tonight. Tonight you are a delivery man. You brought soup, but uh-oh, Raj and I don't have enough money to pay you. So we have to come to some other kind of arrangement. | HOWARD: Beg your pardon? | DR. ELIZABETH PLIMPTON: You two figure out the details. I am going to go change into something that I don't mind getting ripped off my milky flesh. | HOWARD: What the frak? | RAJ: Go away. She wants New Delhi, not kosher deli. Besides, you have a girlfriend. | HOWARD: We broke up weeks ago. | RAJ: Why didn't you say anything? | HOWARD: I was waiting for the right time. This is the right time. | LEONARD: Hey, who's ready for halo? | RAJ: Oh, this is like a nightmare. Get lost! | HOWARD: He's right. The numbers are shaky enough as it is. | LEONARD: I don't understand. | DR. ELIZABETH PLIMPTON: Oh good, Leonard's here. | RAJ: Good?! | LEONARD: Elizabeth? What's going on? | DR. ELIZABETH PLIMPTON: What is going on is you and Howard are my moving men, and Raj is my new landlord, and I don't have enough money to pay any of you. | LEONARD: Is she suggesting what I think she's suggesting? | HOWARD: Yep. Welcome to the penthouse forum. | RAJ: Okay, show of hands. Who's up for this? | LEONARD: We'll all be naked in front of each other. | HOWARD: I'm out. | DR. ELIZABETH PLIMPTON: Everybody ready? | RAJ: Follow my lead. Almost. We're going to go out into the hallway and, make a dramatic entrance. | DR. ELIZABETH PLIMPTON: Oh good. It's so much better when everyone commits. | RAJ: Run, run, run, run. Don't look back. | LEONARD: Thought we have something special. | RAJ: So you say you cannot pay your rent...",sex,sexual-description,,,like a porn plot?,3
130,62,3,22,13,9:53,10:06,,,"SHELDON: I am here because you violated our roommate agreement. Specifically, section eight -- visitors, subsection C; females, paragraph four -- coitus. ""Roommates shall give each other 12 hours notice of impending coitus.""",sex,sexual-description,"""coitus""",,,3
131,63,3,23,3,6:16,6:19,,,SHELDON: He must be very skilled at coitus.,sex,sexual-description,"""coitus""",,,3
132,63,3,23,2,8:36,8:38,,,LEONARD: WHh-Where are we going? | PENNY: We're gonna have sex.,sex,sexual-description,"""have sex""",,,3
133,63,3,23,7,9:42,9:49,,,"SHELDON: As a native Texan, I must say I've never heard the phrase ""Yee-haw"" used in quite that context.",sex,sexual-description,,,,3
134,63,3,23,7,13:47,13:54,,,"LEONARD: Um… anyway, apparently, it's okay to go back to people you're no longer seeing and have recreational sex with them.",sex,sexual-description,"""have sex""",,,3
135,63,3,23,6,19:16,19:22,,,"AMY: Now before this goes any further, you should know that all forms of physical contact up to and including coitus are off the table.",sex,sexual-description,"""coitus""",,,3
136,64,4,1,110,12:49,14:39,,,"RAJ: You slipped and fell into a robot hand? | HOWARD: Yes. | RAJ: Penis first? | HOWARD: Yes. Now, help me! | LEONARD: I'd suggest a lubricant, but I have a feeling you fell on some of that as well. | HOWARD: Not funny, Leonard. | RAJ: Really? A robot hand's got a death grip on your junk, dude. That's funny. Ask anyone. | HOWARD: Please, before my mother walks in, get this off me! | LEONARD: Okay, let's see. | HOWARD: No, no! Don't touch. The program is paused. | LEONARD: Well, then let's un-pause it. | HOWARD: No, no! I loaded the wrong program. The hand thinks it's holding a screwdriver in outer space. If you continue the program, it's gonna start twisting. | RAJ: A-All right. Um, how about this. When-when Winnie the Pooh got his head stuck in the honey tree, his friends all grabbed onto him and pulled and pulled. | LEONARD: You do what you want. I am not touching another man's honey tree. | RAJ: All right, forget pulling. How about we get an electric saw and cut it off? | HOWARD: What? No saws! One circumcision was enough. | LEONARD: How about an acetylene torch? | HOWARD: Okay, I can't believe this needs to be said out loud. No pulling, no saws, no torches. | LEONARD: Well, then what do you want us to do? | MRS. WOLOWITZ: Howard, I made cookies for you and your little friends! | HOWARD: That's great, Mom, thanks! | MRS. WOLOWITZ: I'll bring them up with some Hawaiian Punch! | HOWARD: Don't come up here! | MRS. WOLOWITZ: Why not?! Are you ashamed of your mother?! | HOWARD: Yes, but that's not the point! Get me out of here. | LEONARD: You have any ideas, Raj? | RAJ: Right now, all I can think about is cookies and Hawaiian Punch.",sex,body-part,,,,3
137,64,4,1,21,17:31,17:52,,,SHELDON: This is an interesting topic. How many sexual encounters have you had? | AMY: Does volunteering for a scientific experiment in which orgasm was achieved by electronically stimulating the pleasure centers of the brain count? | SHELDON: I should think so. | AMY: Then 128.,sex,sexual-description,,,,3
138,64,4,1,88,17:55,19:23,,,"LEONARD: Okay, come on. Almost there. | HOWARD: Don't tug. | RAJ: No tugging. Next time, take your own advice. | LEONARD: Excuse me, could you help us out? | NURSE: My, my, my. What do we have here? | HOWARD: I slipped and fell. | NURSE: Yeah, we get that a lot. What is this? | HOWARD: It's a robot arm. | NURSE: Where's the rest of the robot? | HOWARD: I only built the arm. | NURSE: Cause that's all you needed, right? | HOWARD: Can you please just help me? | NURSE: All right all right, hang on, stay calm. I need an orderly with a wheelchair. I got a robot hand grasping a man's penis out here. | HOWARD: You think you could be a little more discreet? | NURSE: I'm sorry, we don't have a code for ""robot hand grasping a man's penis."" Why is it hooked up to a computer? | LEONARD: Uh, it's what controls the arm. | HOWARD: But it's frozen. | NURSE: Did you try turning it off and back on again? | HOWARD: No, you see. it's more complicated than that. No, wait! Winnie the Pooh is out of the honey tree. | RAJ: Now can we have cookies and Hawaiian Punch?",sex,body-part,,,,3
139,67,4,4,8,3:06,3:14,,,"WOMAN: Sorry. Oh, ravish me, Howard. My loins ache for you.",sex,sexual-description,,,,3
140,67,4,4,7,3:32,3:39,,,"HOWARD: Now, where were we? | BERNADETTE: I believe you were about to rip off my uniform with your teeth.",sex,sexual-description,,,,3
141,68,4,5,10,19:33,19:43,,,"AMY: Have to sign off now. My hunger for Sheldon is stirring in my loins. | SHELDON: Oh yes, it's time for me to make love to your daughter's vagina.",sex,body-part,,,,3
142,69,4,6,6,4:05,4:11,,,"HOWARD: Yeah, I just want to put it out there in case I inadvertently squirt any pheromones in your direction.",sex,body-part,,,,3
143,70,4,7,26,13:13,13:39,,,"SHELDON: I don't understand why you people are picking on my friend, Howard, when there are much more serious security threats to pursue. For instance, when I first met Leonard, he was on the verge of giving away rocket secrets to a North Korean spy, and not one agent ever investigated that. | FBI AGENT: This is Leonard Hofstadter? | SHELDON: No, it's a different Leonard. He's... Chinese, red hair, six fingers, Goodbye.",disrespect,north-korea,,,,1
144,71,4,8,24,6:54,7:18,,,"AMY: … so anyway, to make a long story short, turns out I have an unusually firm cervix. | PENNY: You know -- Amy, when we say ""girl talk,"" it doesn't just have to be about our lady parts. | AMY: Shame. Cause I have a real zinger about my tilted uterus.",sex,body-part,,,,3
145,71,4,8,10,13:12,13:22,,,"AMY: Oh, all right. What is the circumference of your areolas?",sex,body-part,,,,3
146,71,4,8,44,14:37,15:21,,,"AMY: ""And Absalom has kissed her nether eye, and Nicholas is branded on the butt. This tale is done, and God saves all the rout."" | PENNY: What the hell was that? | AMY: Bernadette dared me to tell a dirty story. ""The Miller's Tale"" by Chaucer is the dirtiest story I know. It would have been hidden in sock drawers if people in the 14th century had worn socks. | BERNADETTE: I thought it was pretty spicy. Especially the part where he kisses her nether eye. | AMY: You might not like it as much if you knew what ""nether eye"" meant. Hint: if one cares about hygiene, one ought not be kissing it.",sex,body-part,,,,3
147,71,4,8,1,18:38,18:39,,,AMY: Don't worry. I will avoid the nether eye.,sex,body-part,,,,3
148,73,4,10,7,10:33,10:40,,,AMY: I have genitals; I have the potential for sexual arousal. | SHELDON: A cross we all must bear.,sex,body-part,,,,3
149,73,4,10,28,14:16,14:44,,,"SHELDON: Yes, this is Dr. Sheldon Cooper. Is this the Zack Johnson who used to have coitus with my neighbor Penny? Sorry to bother you. Hello, I am looking for a Zack Johnson who used to have coitus with my neighbor Penny. Coitus, it means intercourse. And I have a feeling I'm speaking to the right Zack.",sex,sexual-description,"""coitus""",,,3
150,76,4,13,15,11:37,11:52,,,"AMY: Sometimes I think it might be nice to have one. | PENNY: Really? | AMY: Not for sex, for convenience. You can't deny that, by comparison, our internal plumbing is extremely high maintenance. | PENNY: Again, I have never given it much thought.",sex,body-part,,,,3
151,76,4,13,22,13:52,14:14,,,"PENNY: Sweetie, let me put this in a way you will understand: from the waist down, my shields are up. | LEONARD: Got it, got it. We can do all kinds of stuff from the waist up, you know? | PENNY: Go to sleep. | LEONARD: Good night.",sex,sexual-description,,,,3
152,76,4,13,61,17:29,18:30,,,"HOWARD: Interesting. I think what you might need to know about my colleague is that though she claims her field of interest is tiny organisms, she certainly has spent her fair share of time around what we can assume was pretty massive weaponry. | BERNADETTE: I think Mr. Wolowitz needs to keep in mind that the past is the past. But he should know that I am the kind of girl who can get all the giant missiles she wants. | AMY: Are we talking about women wanting penises? Because I'd like to weigh in. | SHELDON: Dr. Koothrappali, would you care to join the conversation? | RAJ: Certainly, I'd like to raise two points. Number one, I think they are talking about penises. And number two, these mimosas are kicking my little brown ass.",sex,body-part,,,,3
153,77,4,14,5,8:28,8:33,,,RAJ: What kind of needs? | HOWARD: Sexual needs.,sex,sexual-description,,,,3
154,77,4,14,13,13:46,13:59,,,"RAJ: Now when you say ""look after,"" you mean… | BERNADETTE: Sexually. | RAJ: Excuse me, Bernadette. I have to hear it from him. | HOWARD: Sexually.",sex,sexual-description,,,,3
155,78,4,15,2,18:28,18:30,,,SHELDON: She stiffed you?,sex,sexual-description,,,,3
156,79,4,16,27,0:36,1:03,,,"HOWARD: What's so funny? | BERNADETTE: Nothing. Just thinking about the noises people made during sex. | HOWARD: I do sometimes get a bit carried away, don't I? | BERNADETTE: It's cute. You sound a little like a drunken monkey. | HOWARD: You know it's meant as a compliment. | BERNADETTE: That's how I take it.",sex,sexual-description,,,,3
157,79,4,16,36,2:07,2:43,,,"BERNADETTE: Howard…have you ever considered us living together? | HOWARD: Boy, I don't know. You, me, Ma, living under the same roof? | BERNADETTE: No, I mean just you and me. You can move in here, or we can find a place. | HOWARD: I've got a better solution. | BERNADETTE: What? | HOWARD: We wait for my mom's heart to explode from all the salt she eats. Then we just stick her on the ground, flip her mattress and move into the big bedroom. | BERNADETTE: Great. | BERNADETTE: Look at us planning a future together!",illegal,,,,,4
158,80,4,17,4,3:28,3:32,,,HOWARD: Watching Hofstadter suck the saliva out of your sister's mouth?,sex,sexual-description,,,,3
159,80,4,17,4,11:56,12:00,,,"ZACK: There's no one around, so naturally, I am free-balling it.",sex,body-part,,,,3
160,80,4,17,3,13:03,13:06,,,"BARRY: Terrific. Go ahead, Zack. Naked drunk girl, free-balling, continue.",sex,body-part,,,,3
161,80,4,17,3,13:11,13:14,,,BARRY: Does yours have wet breasts in it?,sex,body-part,,,,3
162,80,4,17,3,13:37,13:40,,,"ZACK: So long story short, I nailed her.",sex,sexual-description,,,,3
163,80,4,17,10,16:41,16:51,,,"BERNADETTE: Pick out the hottest guy in the room, take him home, do unspeakable things to him, then kick him to the curb with a smile on his face and teeth marks on his heinie?",sex,sexual-description,,,,3
164,80,4,17,3,18:02,18:05,,,PENNY: Let's go find me a heinie to bite.,sex,sexual-description,,,,3
165,81,4,18,25,0:13,0:38,,,"LEONARD: Hey, can I ask you something? | PRIYA: Sure. | LEONARD: Last night, me wanting to try that stuff out of the Kama Sutra, was that fun for you or kinda racially insensitive? | PRIYA: Yeah, just because you're in bed with an Indian woman, you think that gives you permission to use crazy positions from an ancient Indian love manual? | LEONARD: Hey, if you can find a book called Weird Sex with White Boys, I'd be okay with that.",sex,sexual-description,,,,3
166,82,4,19,8,6:20,6:28,,,"PENNY: You know, for the first couple of months, whenever I would take off my bra, he would giggle and say, ""oh boy, my breast friends""!",sex,body-part,,,,3
167,82,4,19,4,19:35,19:39,,,"PENNY: Well, then, good news. Today's the day a girl's finally going to touch you in your little special space.",sex,sexual-description,,,,3
168,83,4,20,4,6:34,6:38,,,"PRIYA: ""Oh, Bernadette, please play my clarinet.""",sex,sexual-description,,,,3
169,83,4,20,14,15:44,15:58,,,RAJ: How did that even happen? Did they know that's what they were doing when they were doing it? | PENNY: I-I guess they just figured it out at some point. | RAJ: I can't believe old smelly pooper finally got laid.,sex,sexual-description,,,,3
170,84,4,21,6,10:00,10:06,,,"AMY: Give me some sugar, bestie.",non-heteronormative-relationship,homosexual,,TRUE,an implication of girl kissing,9
171,85,4,22,4,1:47,1:51,,,"PENNY: Of course, if I buy them, I will have to rent my womb out to a gay couple.",non-heteronormative-relationship,homosexual,,,,9
172,85,4,22,5,6:17,6:22,00:04.25,00:10.06,RAJ: I'd rather get a prostate exam from a leper who walks away with nine fingers.,non-heteronormative-relationship,homosexual,,,,9
173,85,4,22,13,18:02,18:15,,,RAJ: She never even got to see my penis. Ta-da!,sex,body-part,,,,3
174,86,4,23,6,3:34,3:40,,,"LEONARD: Water nymph. | RAJ: Oh yeah, she's got puddles in all the right places.",sex,sexual-description,,,,3
175,86,4,23,24,11:29,11:53,,,"BERNADETTE: You mean sexual intercoure? | HOWARD: Well, when you say it like that, you make it sound creepy. | PRIYA: What happened? | BERNADETTE: Howard's mother had a heart attack because I have sex with him and she can't. | HOWARD: Bernie, wait! | SHELDON: I'll give you $1,000 if you will drive me home.",sex,sexual-description,,,,3
176,86,4,23,10,18:49,18:59,,,"RAJ: I got a colossal serpent right here. | SHELDON: Must you? | RAJ: Sorry, I'm just trying to cheer my buddy up.",sex,sexual-description,,,,3
177,87,4,24,15,15:53,16:08,,,"PENNY: Leonard's a noisy little dude in the sack. | RAJ: Every night. | PENNY: Really? Even during allergy season, when he was to alternate between kissing and breathing? | RAJ: It's my sister. Can we not talk about this anymore? | PENNY: Yeah, sorry sorry.",sex,sexual-description,,,,3
178,87,4,24,17,16:38,16:55,,,"PENNY: You know, if we weren't friends, and you hadn't brought up that creepy pornography story, I'd be on you like the speed of light squared on the matter to make energy. | RAJ: Hey, you totally got that right! ""E=mc2"" | PENNY: I listen. I have no idea what it means, but I listen.",sex,sexual-description,,,,3
179,88,5,1,11,5:00,5:11,,,"RAJ: Rubbish. He's talking rubbish. | LEONARD: ""Oh Bernadette, please play my clarinet.""| RAJ: That could have been about anyone.",sex,sexual-description,,,,3
180,88,5,1,20,6:20,6:40,,,"AMY: She ruled Russia in the late 1700s, and one night, when she was feeling particularly randy, she used an intricate system of pulleys to have intimate relations with a horse. | PENNY: I'm… I'm sorry. What does this have to do with me? | AMY: She engaged in interspecies hanky-panky, and people still call her ""Great.""",sex,sexual-description,,,,3
181,88,5,1,7,7:46,7:53,,,"PENNY: So what did I do? Hang upside down from the monkey bars, let all the boys see my underpants.",sex,sexual-description,,,,3
182,88,5,1,64,13:00,14:04,,,"RAJ: Well, uh, as your friend, you might like to know that, um… we didn't have sex in the conventional sense. | PENNY: Oh, god, did you pull some weird Indian crap on me? | RAJ: No, no. After we got undressed and jumped in bed, you-you asked if I had protection. | PENNY: Oh, you did, didn't you? | RAJ: Of course, I'm always packing. Anyway, um, I had trouble putting it on and you tried to help me and... that was all she wrote. | PENNY: So, we didn't actually... | RAJ: I did. It was beautiful.",sex,sexual-description,,,,3
183,88,5,1,15,15:41,15:56,,,"LEONARD: Hang on, Sheldon. How could you not tell me your sister was moving back to India? | HOWARD: Maybe he was too busy writing clumsy penis metaphors about my fiance. | RAJ: Screw you. That was a beautifully written penis metaphor.",sex,body-part,,,,3
184,88,5,1,7,20:44,20:51,,,"WOMAN: Now, the ""H"" is for ""Her.""",not-sure-why,,,,,
185,89,5,2,12,5:49,6:01,,,"HOWARD: Well, if you don't, you're gonna lose Priya to some fancy guy in a turban who grew up with Kama Sutra coloring books. | RAJ: How can you be so racist? | HOWARD: Oh, come on, tell me I'm wrong.",disrespect,?,,,,1
186,89,5,2,7,6:41,6:48,,,LEONARD: How about when you put GPS trackers in your garbage because you were convinced North Korean spies were stealing your doodles?,disrespect,north-korea,,,,1
187,89,5,2,117,10:13,12:10,,,"LEONARD: And-and, uh, I-I want to punish you with my love? | PRIYA: What? | LEONARD: Not good? | PRIYA: That's terrible. Try again. | LEONARD: Okay, uh, uh, you are not naughty, uh you are-you are dirty. You're… You're a-a dirty girl? | PRIYA: Oh, yes. Yes I am. | LEONARD: You're a, you're a... dirty... disgusting... revolting girl. | PPRIYA: God, Leonard, stop talking. | LEONARD: Why don't you just give me five minutes? I will Google how to do this. I will call you right back. | RPIYA: Shh-shh-shh. Just be quiet and do what I tell you. | LEONARD: Okay, like usual. Good. | PRIYA: Take off your shirt. All rightie. Shirt coming off. Ta-da! Man nipples. | PRIYA: I said be quiet. | LEONARD: Yes, ma'am. | PRIYA: Now take off your shorts. | LEONARD: Taking shorts off. Here we go. Naked, naked, naked. | PRIYA: wonderful. Now I will take off my clothes. | LEONARD: Cool. | PRIYA: Here I am, baby. You miss these? | LEONARD: Oh, damn it! | PRIYA: Oh, Leonard, already? | LEONARD: No, no! No-no-no! The screen froze. It's probably just buffering. Just wait a second. | PRIYAl Fine.",sex,sexual-description,,,,3
188,89,5,2,13,14:27,14:40,,,"SHELDON: All right, name your price. | AMY: Kiss me where I've never been kissed before. | SHELDON: You mean like Salt Lake City?",sex,sexual-description,,,,3
189,89,5,2,72,15:21,16:33,,,"HOWARD: See? Internet kissing. Give it a try. | LEONARD: I don't think so. | RAJ: I will try it. Like this? | HOWARD: Almost. Really get your tongue in there to activate the motion sensor. | RAJ: Like this? | HOWARD: Close. Really French it. | RAJ: Better? | HOWARD: Yeah, you got it, you got it. | RAJ: I am impressed. This is very lifelike. | HOWARD: Whoa! You just bit my tongue! | RAJ: I-I nibbled. I was being playful. | HOWARD: Why do you have to make everything weird? | RAJ: Sorry. Better? | HOWARD: Oh, yeah.",non-heteronormative-relationship,homosexual,,TRUE,two guy kissing through a machine,9
190,89,5,2,16,18:24,18:40,,,"PRIYA: Oh Leonard, listen… | LEONARD: No, you listen! You are my woman, and I am gonna make you feel things you have never felt before. | PRIYA: Leonard… | LEONARD: That's right, say my name… and beg me for me because I'm gonna give it to you.",sex,sexual-description,,,,3
191,90,5,3,5,15:06,15:11,,,HOWARD:…and then we make passionate love.,sex,sexual-description,,,,3
192,91,5,4,15,19:00,19:15,,,"RAJ: Oh, cheesecake, you are just as good as a woman, even though I can't have sex with you. | HOWARD: Try throwing it in the microwave for a few seconds.",sex,sexual-description,,,,3
193,92,5,5,14,0:45,0:59,00:02.03,00:17.25,SHELDON: There's no weaponry from Lord of the Rings forged in a Chinese sweatshop? | LEONARD: Just Bilbo Baggins' sword over there. | SHELDON: Two grown men with a hobbit's dagger; wouldn't we look silly?,disrespect,China,,,,5
194,92,5,5,40,6:20,7:00,,,"BERNADETTE: Are those Russian rockets safe? | HOWARD: Well, I mean, safe as it can be when it was built by the good folks who brought you Chornobyl.",disrespect,Russia,,,,1
195,93,5,6,25,3:07,3:32,00:07.10,00:23.28,"MRS. COOPER: They put it on the menu in those kung fu letters, but that doesn't make it sushi. | LEONARD: Uh, kung fu letters might not be politically correct. | MRS. COOPER: Oh, I thought the one we couldn't say was ""ching chong."" | LEONARD: Yeah, yeah, that too.",disrespect,China,,,,1
196,93,5,6,20,9:03,9:23,,,"MRS. COOPER: Hon, you think maybe the reason why you are having trouble finding a guy to settle down with is because you're letting them ride the roller coaster without buying a ticket? | PENNY: Oh, they don't always get to ride the roller coaster. Sometimes they only get to spin the teacups.",sex,sexual-description,,,,3
197,93,5,6,144,14:41,17:05,,,"MRS. COOPER: Oh, this one's sweet. You know, for your rosary rattlers. | LEONARD: Mrs. Cooper, we say ""Catholics"" not ""rosary rattlers."" | MRS. COOPER: My goodness, it's a wonder you people in California can talk at all. | PENNY: This is like the worst Hollywood tour ever. | LEONARD: What are we gonna do? She wanted to see churches. | PENNY: Hey, they have wine here, don't they? | RAJ: Hey, none of our gods have abs like that. | HOWARD: Yep, that's the last Jew who did sit-ups. And look where it got him. | MRS. COOPER: Hey, while we're here, why don't we all do some praying? Let's put a little church in this church. | LEONARD: Oh, I'm not sure we should... | MRS. COOPER: It's easy. I will show you how. Lord, Mary Cooper here coming to you from Gomorrah, California. I want to thank you for the blessing that is my little Shelly. I also want to thank you for the continued strength not to coldcock him with my Bible. All right, Penny, your turn. | PENNY: Okay, um... Hey God, what's up? Um, I'm good, but, uh, it would be a big help to my family if you could get my brother to stop cooking meth. But no corps, be cool. | MRS. COOPER: She also goes a little overboard on the ""love thy neighbor."" Could probably use that chat you had with Mary Magdalene. Leonard, you are up. Wasserman, you are on deck. | LEONARD: Okay, I don't know... it's probably a little late to ask you to make me taller. Oh um... if you could help me out with me and my girlfriend. She's all the way in India. That would be great. | MRS. COOPER: Hear that? Girl trouble. Turns out we were both wrong on that front. | MRS. COOPER: How about you? | HOWARD: Oh, me? No, thanks, I am good. I'm really just trying not to burst into flames. | MRS. COOPER: Rajesh? | HOWARD: He says he's having trouble dropping those last five pounds. | MRS. COOPER: Huh, I might have gone with the talking-to-girls thing. | HOWARD: No, you only get one wish.",religion,,,,,6
198,94,5,7,30,7:32,8:02,,,"LEONARD: Oh look, that's you having sex with a guy in the top half of a Chewbacca costume. Comic-con? | ALICE: You'd think, but no. | LEONARD: You're very talented. This is really good. Did you do… (kissing) | ALICE: So, can I trade you my comic for the Hellboy? | LEONARD: You can have my car.",sex,sexual-description,,TRUE,,3
199,97,5,10,17,0:56,1:13,,,"STUARD: Can I help you find anything? | AMY: A comic that depicts a woman whose bosom can't be used as a flotation device. |STUARD: Sorry, most of the guys who come in here like big boobs. A couple of them have big boobs.",sex,body-part,,,,3
200,98,5,11,22,1:01,1:23,,,"SHELDON: Okay, Penny, if it were a game, here are your choices. An e-mail from an old acquaintance, or the head of one of the largest religious institutions in the world slam dunking to ""Sweet Georgia Brown."" Pick. | LEONARD: Just do it, because he's not gonna let it go. | PENNY: Basketball Pope. | SHELDON: And that's how it's done.",religion,?,,,,6
201,98,5,11,17,2:02,2:19,,,"PENNY: All right, well, what do you think he wants? | LEONARD: I don't know. | SHELDON: You know, the holidays are just around the corner. Maybe he wants to see if he can lodge the other testicle up there. | LEONARD: I told you. That was a different guy. | PENNY: Hmm. That's too bad. We could have spent New Year's Eve waiting for the ball to drop.",sex,body-part,,,,3
202,98,5,11,4,4:12,4:16,,,"LEONARD: ""You did not have sex with my mother.""",non-heteronormative-relationship,mother-issue,,,,5
203,98,5,11,10,7:02,7:12,,,"HOWARD: I can't read your handwriting. What's that word? | LEONARD: ""Scrotum."" | RAJ: What's that one? | LEONARD: Uh, ""stapled.""",sex,body-part,,,,3
204,98,5,11,16,15:15,15:31,,,"PENNY: I feel just like Mother Teresa. Except for the virgin part. That ship sailed a long time ago. | BERNADETTE: I think Mother Teresa would have washed the clothes first. | PENNY: Yeah, well, I bet her laundry room wasn't down five flights of stairs.",sex,sexual-description,,,,3
205,99,5,12,22,19:57,20:19,,,"BERNADETTE: Yay, so we are good. | HOWARD: Yeah, we are good. | BERNADETTE: You know, I don't know if this counted as a fight, but how about some make-up sex? | HOWARD: I would love that. But what is that behind your ear? Oh, look, it's a condom.",sex,sexual-description,,,,3
206,100,5,13,9,3:09,3:18,,,"AMY: If he were, she could just throw him in bed and ride him right up until he flatlines.",sex,sexual-description,,,,3
